x,y,t
5.008665166168208671e+00,-1.237510733086346182e+00,2.835785551939814741e+00
6.533667936376993168e+00,1.052797633004447508e+00,5.133935993193956548e+00
5.508120424027337592e+00,-1.728407313381485899e-01,4.057938603460062854e-01
1.937851831309949535e+00,-1.594185417364194723e+00,4.100261224838198437e+00
7.833334194498410064e+00,8.777350993537207380e-01,2.632331545521149785e+00
3.024284592753050394e+00,5.573821023718306122e-02,2.185875002860573790e+00
5.318074044490673558e+00,-1.136842213145006664e+00,1.246913475890943035e+00
5.289236229298136749e+00,1.100297435492973097e+00,2.257578502609836946e+00
2.348826206674908157e+00,8.311767633584077331e-02,2.713956782273108548e+00
4.749193600396342418e+00,1.627530544406449842e+00,6.639688589911322936e+00
3.585597012158061148e+00,-7.066464396094351841e-02,3.626181359660606063e+00
1.057309508951005395e+00,1.929943490983451415e+00,5.869294782335315652e+00
5.529070062240980299e+00,3.388574479059758282e-01,1.874052510674921734e-01
4.459934338561226674e+00,1.682323307584089545e+00,9.374789383157418055e-01
7.125574150862163059e+00,1.767516362294059284e+00,3.267947800119174850e+00
6.168520388362028761e+00,1.742101069348521936e+00,1.144937986725611756e+00
7.981055570222170381e+00,1.892458788940949432e+00,4.836822500824220938e+00
1.042711115888935502e+00,1.486028380912807201e+00,6.800464515937035825e-01
3.968862994247413400e+00,-1.044633024621496098e+00,5.367021212725069823e+00
6.063448587050326744e+00,1.392605027808461404e+00,6.312165698169642347e+00
4.155167563837228073e+00,1.328969348504342562e+00,1.122735338752932410e+00
5.043568552103554481e+00,1.158205537495467841e+00,3.545832958280631608e+00
6.500434678328049998e+00,-5.295906574936783962e-01,4.560700601661248577e+00
5.205339924048256073e+00,-1.945120326916414122e-01,6.102811118377720057e+00
2.197105553813279322e+00,-1.400650300490319911e+00,6.771751478447385786e+00
5.612348645879173148e+00,1.510589543491786202e+00,6.578920852123991914e+00
4.806096792333805823e+00,-3.196078320445097098e-01,2.968901276503228992e+00
1.128152881000523244e+00,-6.045828418560410533e-01,2.277139908158877457e+00
6.606878889263016141e+00,4.710452472276127622e-01,5.818750509684371686e+00
4.203690512183818839e+00,-2.088419201566855676e-01,3.729792782932507045e+00
1.512142276403146468e+00,1.142897257190615079e+00,3.466888027639590142e+00
6.196083857995358102e+00,-1.442693549073262194e+00,3.892360207465676680e+00
4.280219755525090264e+00,-6.020459015157402227e-01,5.694361950376845449e+00
5.509983938896621858e+00,8.873903162784571030e-01,2.720987963159712031e+00
1.794941807811919032e+00,-2.306679702742040483e-01,2.294206536861732815e+00
2.346039159570137311e+00,1.102214334686091313e-01,4.859648278450294789e+00
5.972216989036945201e+00,1.833296208451905773e+00,6.121164563259688052e+00
2.337768138227285242e+00,1.026682585397768133e+00,1.311897364869292648e+00
7.607969280301984938e+00,1.581904759177233277e+00,5.567307768747302710e-01
5.651220318087641914e+00,-1.402943217784882179e+00,2.685497018716945128e+00
1.188979037048701004e+00,1.635010608702119228e+00,4.905722192870702436e+00
7.330145290541388192e+00,-4.684574637970277955e-01,5.177860131279084399e+00
2.751609712677053565e+00,2.504393055389133593e-01,5.462957263042971690e+00
1.983934532949842788e+00,-1.372413555068236590e+00,4.150953289642652422e+00
1.380477629794073735e+00,-1.719483731008774718e+00,2.961617563761836713e+00
3.800682656196997300e+00,-7.498930937266399255e-01,2.309617957444016323e+00
4.456450526760048270e+00,-1.512455651451631855e+00,4.960705214537695085e+00
6.059028593120075357e+00,1.289173661658207681e+00,1.957094556642347438e+00
3.934681030579869176e+00,-9.492893432273792342e-01,7.170823845876731495e-01
3.473420139321257150e+00,8.265208255258698067e-01,6.844875945812794349e+00
3.179039426146026415e+00,1.341465947319596452e+00,5.133396001517384732e+00
2.707428870892210959e+00,-1.690463973172044110e+00,2.535852597415448439e+00
1.866269034611206745e+00,3.326234076399527950e-01,4.920613817222319497e+00
1.677713763809658865e+00,8.541978051125442839e-01,3.837927184830125515e+00
7.239453374011758591e+00,-9.070610708215984808e-01,4.733408499283543236e+00
4.361253881872149130e+00,-1.193363618105074409e+00,4.458438117643677145e+00
1.481335500150265272e+00,-1.952954389520873413e-01,3.705603912884031903e+00
3.109775712070165898e+00,1.776366466404632583e+00,4.178731934965627559e+00
7.770724757750296696e+00,-5.509803815058544885e-01,3.989080236118861755e+00
1.709512135551304546e+00,1.656661182738304650e+00,3.480253768124243585e+00
2.998373877605598370e+00,1.584285234047180246e+00,4.898900144513067545e+00
6.768902145251979974e+00,-6.243758565764423452e-03,2.660923854609956951e+00
7.383779970626465072e+00,-9.410907191941029204e-01,3.048750332377064831e-01
4.168547066900935683e+00,-1.434619652587096894e+00,5.031241495028541344e+00
5.736267881792724843e+00,6.805595138175868364e-01,5.994299592494051865e+00
4.770889520466642608e+00,1.286879805332004523e+00,2.822154020529954010e+00
4.593156989606607787e+00,-6.669404959344702455e-01,1.707088834502448194e-01
5.640528778101498553e+00,-3.830066384496992882e-01,1.426132379924979876e+00
3.986109567906932494e+00,1.463765540708712010e+00,4.514705554800077181e+00
4.715231232500073588e+00,-1.925191501788507953e+00,3.623409198923276620e+00
7.962097586366099655e+00,-9.979295620872723482e-01,6.776656909111650862e+00
6.490577713563032702e+00,3.426693519686949685e-01,3.161256912835343158e+00
6.751108607002200834e+00,1.860292806322799919e+00,1.730032366912058972e+00
3.013363561187435202e+00,1.674140219962598763e-01,3.261243624011460618e+00
2.354285623622289769e+00,1.397678186064750250e+00,4.739928148979068112e+00
3.880444361245247720e+00,-1.228824087539442722e+00,5.042240031930848687e+00
7.749169351333696554e+00,4.728925292516770185e-01,3.169845475497185205e+00
3.526043997698622867e+00,-7.647305729078537340e-01,5.127616733181065811e+00
1.791522694264006343e+00,-3.951719776909312642e-01,1.660979615010411470e+00
3.595595344146967243e+00,1.024528847969839784e+00,2.742319279374171082e+00
4.677092257655586671e+00,1.493171396795675232e+00,6.946959676357337798e+00
7.190537429936797231e+00,2.643730144536915461e-01,3.049958528682541470e+00
6.785205848003652562e+00,-9.197725846167217334e-01,6.892003874289379439e+00
5.935531418246648094e+00,-6.396019821000251682e-01,2.398501749347024870e+00
3.121388676112820004e+00,-1.594982742863991110e+00,2.871671505024746551e+00
2.105534438882128434e+00,-6.313267902748211924e-01,4.694796757377957874e+00
3.353297417031067873e+00,-6.568618494034099697e-01,1.758254051358203229e+00
3.269550468716031499e+00,2.157101552912288334e-01,4.393882800077479445e+00
1.046869051922256766e+00,1.116081740788946064e+00,1.559440577224683100e+00
6.108200494259526714e+00,-1.097796215763434002e+00,8.333640837403446522e-01
2.280436741233838660e+00,1.853105593335047097e-01,6.322228380595925401e+00
3.705589864958153345e+00,4.384471553442592651e-02,9.542100196042497817e-01
6.078976730947862173e+00,-1.003239953317287103e+00,6.912333650872178659e+00
7.739633682323514563e+00,5.679456710210022408e-01,4.232187384020453358e+00
3.797422211660845370e+00,1.237636093566605755e+00,6.579931102601818793e+00
3.346466479251331005e+00,1.471302938908348956e+00,3.353374270283630665e+00
5.133032069487057036e+00,-5.801213041957211658e-01,2.745785668946152391e-01
2.343492360915171435e+00,-1.792298885215574344e+00,5.386554983332261237e+00
5.496660988059327124e+00,1.663550622052986760e+00,1.346983225821219543e+00
4.519593956139194901e+00,-1.288989560644454802e+00,2.946210746402148306e+00
5.849029358614989071e+00,-1.611269901170263363e+00,1.778140228166550818e+00
6.297493723533814425e+00,-1.335459453338830205e+00,5.379857161709447055e+00
3.410353989281060372e+00,-8.148405520173636063e-01,7.964506426770792125e-01
6.928307056597385660e+00,-1.273232645780896899e+00,4.061513176111083645e+00
7.417034839704000682e+00,9.618939689141781102e-02,2.665728622258570546e+00
2.942252581732814232e+00,1.492585337587849725e+00,6.449550678498768619e+00
6.204735487490394164e+00,1.367002856656989174e+00,3.172318378670032857e+00
6.544910602238246611e+00,4.077124376959666563e-01,1.404872801368392654e+00
5.034609101417791166e+00,9.683959014999095061e-01,1.035964999205893244e+00
5.090200353572036818e+00,-1.246669054719751646e+00,5.659181029938516794e+00
2.186542125023315908e+00,-5.853370823495303021e-01,2.797716082690951289e+00
5.810036079160255440e+00,9.549781999860131876e-01,6.968819527049747720e+00
7.234295109235843846e+00,-1.359475025553873451e-01,3.516568193191464076e+00
2.073486734000146381e+00,1.720754964813744792e+00,1.138792395577343353e+00
7.422027498545062052e+00,1.519298781307191870e+00,5.795740370235248129e+00
4.987332641089811780e+00,-9.249663794213081047e-01,1.790241060172953258e+00
3.537795579864045248e+00,-8.612987158480116534e-01,5.621391923393067813e+00
2.235837327777903116e+00,1.290919254159638818e+00,4.972533919788207690e+00
6.704155550799047347e+00,-1.264657005091395447e+00,1.558105156329271157e+00
2.691809689304311526e+00,-1.868568420121877072e+00,3.065291249359503034e+00
3.760259207792620018e+00,1.839623413003243169e+00,6.369566630344694502e+00
1.504963248533357056e+00,6.710794926460175169e-01,2.511532305973796397e+00
3.036022313712439136e+00,1.895967328881944525e+00,8.549531741093248094e-01
7.057418716632778199e+00,-7.362508973431056702e-01,1.082141270860715876e-01
6.725959942613189746e+00,-7.939344129913927794e-01,3.915844637342715817e-01
6.301233196997293895e+00,-7.865834146695904749e-02,1.904375362352328738e+00
7.869018434238061133e+00,7.765385688782777684e-01,6.613237153782763222e+00
7.192247320480793960e+00,-9.350777422386840065e-01,6.609897803139951122e+00
1.497600051503729102e+00,-2.187627156357452307e-01,5.127051967932311882e+00
5.990385704353857754e+00,-1.418444153095680171e+00,1.317916725112890930e+00
3.838559264538539573e+00,-5.385338015896614650e-01,4.283533871543874660e+00
1.530255072445138254e+00,-5.002449585938713028e-01,1.482414754223317921e+00
2.621509528773952269e+00,-4.904738601242675244e-02,1.888632278073685278e-01
4.828083606438297259e+00,8.716091270542380975e-01,1.860845787373845983e-01
3.339189428790067637e+00,1.826870120261377295e+00,3.802973885558745604e+00
4.440751131526221585e+00,2.622016796154862384e-01,5.024512462674921132e+00
4.474921612381312030e+00,-3.237984303141119291e-01,6.693736828587018906e+00
6.197768561831606959e+00,7.831930810267353493e-01,5.446298800083362757e+00
6.153543652016233878e+00,1.318329361918490150e+00,1.990294046273425321e-01
2.411549025107257549e+00,1.500169331648730342e+00,6.708826486595860672e+00
5.967631215904634523e+00,1.907699896623411107e+00,6.343735271500758444e+00
5.841631784376366099e+00,-1.554389176817412288e+00,5.154942891492801493e+00
5.709478937107665075e+00,-3.005661911259775998e-01,6.354475426503077173e+00
1.160656016286218062e+00,1.254242420254916723e+00,6.187569508565608167e+00
2.581295233549862456e+00,-3.875034349432437963e-02,6.367508453759508136e+00
5.893538916090400370e+00,4.631060483162228181e-01,6.614947077912146867e+00
2.545870021962771013e+00,4.851434100619202994e-01,3.873702954550446442e+00
7.789492181938792115e+00,-8.367674563278884037e-01,2.579167036524917744e+00
2.199145069613875236e+00,1.853658403575507041e+00,8.674576310317880790e-01
2.921764988654661721e+00,1.934157930707544271e+00,6.553128848738599466e+00
5.535615724661106185e+00,-1.320602034429812388e+00,1.874863483263614183e+00
6.216460414476224550e+00,-1.981082706367693902e-01,5.740986929293695695e+00
4.031986810476173133e+00,2.149590862270303049e-01,5.121913575727904622e+00
2.099885407805427207e+00,1.463848737863814531e+00,4.879445275238090574e+00
1.545525950879777399e+00,-1.676246269462798644e+00,1.918517738695934005e+00
1.891651596118862244e+00,6.832429835533528895e-01,4.570194036206916444e+00
5.903054094267542240e+00,-1.127836714538563712e-01,3.357595419228301292e+00
6.933152538641202511e+00,-3.689468766747028283e-02,3.586925302133026072e-02
5.750588325120961741e+00,1.601095342221315221e+00,6.098737533141759926e+00
6.336042002768238035e+00,-1.440260976627500078e+00,1.100373885786526174e+00
2.245004333441049216e+00,4.881975788351469170e-01,2.120227904594248702e+00
1.988392579063789523e+00,-6.135771756954322420e-01,5.959318529507935835e+00
1.405374889081349554e+00,8.145079254897100718e-01,2.616465823124432433e+00
7.009428913475773015e+00,1.433670611656704619e+00,4.543578121929056302e+00
6.798944171695718630e+00,3.352909905756429332e-01,2.358147167999876004e+00
6.414244217427759409e+00,8.958171034512170117e-01,2.969668296145120401e+00
1.792325799148994481e+00,-1.814199496730828365e-01,5.663843028383632294e+00
7.362318642633990606e+00,-1.198957078419780942e+00,4.032988071722588330e+00
2.942718808258772523e+00,-8.211314878322184541e-01,6.807003316164723650e+00
4.240745044028605193e+00,4.489707819070947181e-01,3.908399003664388971e+00
1.730572929685318506e+00,8.741220074654290073e-01,3.056945602090050951e+00
6.725720264831700490e+00,-4.119834261656012409e-01,4.683002887538934900e+00
5.590462630785818732e+00,-1.479147266502873315e+00,2.205217817820056325e+00
7.855828241643074250e+00,1.954723707780148256e+00,1.934967277204691083e-01
5.189711401784034450e+00,-1.093209891646756304e+00,3.823152315471964435e+00
7.421566931736911954e+00,1.933247346779886744e+00,9.142167796383939837e-01
5.260466201708506873e+00,1.901780991345775718e+00,6.775174700385192539e-01
1.439699515967193477e+00,-4.565205432883523429e-01,2.391552503289315901e-01
7.331604053951799038e+00,-6.133167320192511873e-01,4.028407373916565781e+00
4.345438318353130214e+00,4.008025330506144179e-01,4.747332820839402778e+00
4.309297723274531755e+00,-8.940303570201417749e-01,5.553509628648534147e-03
7.612071557273408118e+00,-1.136762880239296170e+00,6.540430795046315637e+00
6.937319529293036524e+00,-1.202259930146927669e+00,2.709042133369857108e+00
4.304875961639099913e+00,5.985775008670164432e-01,1.939956541325177364e-01
1.526209306125559717e+00,1.555944429351113101e+00,3.454928423131335524e+00
2.701743312240381112e+00,1.894498239669796469e+00,2.479615587377391961e+00
4.703265483912113964e+00,-1.495886870674753233e+00,4.421093858202393534e+00
7.184957409977125842e+00,1.707620240928774180e+00,5.792180108247392489e+00
6.195873149455415785e+00,-1.720819521842880118e+00,3.197020814427774305e+00
6.302711104755942984e+00,-5.132515388020744140e-01,4.730392204766751263e+00
4.780898828993881189e+00,-1.754263041305604176e+00,5.608307476573425321e-01
6.725440347780825334e+00,-1.396002862640655096e-01,5.797824624803435967e+00
2.122275358391476630e+00,-7.373128116695726320e-01,3.794640928249073397e+00
3.349162133668214913e+00,4.686912941198331239e-01,7.577002992980308438e-02
3.586177705255456871e+00,-1.882191925745225536e+00,5.109352907074252492e+00
2.700392834246125862e+00,-6.268880521867647992e-01,1.270852197171312259e+00
2.630364356520012770e+00,3.076936283359357205e-01,5.205875761278327296e+00
6.350459750548278492e+00,-6.592642132912507336e-02,1.182749809940361274e+00
4.274114454248836736e+00,-3.272917378417092849e-01,6.863268372057332201e+00
7.366310815926616407e+00,-6.867257343224553168e-02,6.061118578886669717e+00
2.676722050054997304e+00,7.410644212955981303e-01,1.861407166011160186e+00
5.638814180943386489e+00,9.784675899364865259e-01,3.322978602332316900e+00
5.590340668047452333e+00,9.043998833971218509e-01,3.052993574495038942e+00
1.394844416990102420e+00,-1.214629911083732861e+00,4.735628187611760964e+00
2.224254292475586592e+00,-2.617839213163817291e-01,1.540476662790148943e+00
5.762012296712740955e+00,1.646990164613370222e+00,3.555334213960183565e+00
3.492856975783400042e+00,-1.088056567833084021e+00,4.617739893661294559e+00
5.139927299415022688e+00,-1.378748592425043107e+00,4.348378209152536922e-01
1.414413118789132895e+00,1.501159354031784687e+00,5.951033448991365660e+00
6.846447259850005906e+00,-9.232934913082946338e-01,1.331642910160212523e+00
2.395889739326282353e+00,1.583539640909045865e+00,6.390380698940249182e+00
6.414181526965255564e+00,6.530010291152490431e-01,3.780024751950807893e+00
1.112238055586837415e+00,-6.812988321863833185e-01,1.209459005102314411e+00
3.389447049995242267e+00,-7.846398273398911272e-01,5.919841410131548187e+00
7.788626725791025329e+00,1.161261793182734259e+00,2.829025771721180860e+00
1.470293857566266738e+00,3.862886472244722036e-01,8.539593070876727587e-02
6.864549205178266611e+00,2.217652068650166619e-01,1.569477811114087906e+00
1.762959960676616200e+00,9.707682292124619750e-01,2.807163699466807216e+00
3.375143682188409322e+00,9.089935812315057539e-01,9.027440540662889923e-01
1.953233840060860871e+00,1.786436177105191536e+00,2.516194236130708806e+00
3.150627657832890893e+00,3.177566490635510554e-01,6.774195843578568521e+00
7.535314977269946368e+00,1.510262175855622058e+00,5.775060731727921670e+00
1.451637551102493262e+00,1.365386912466511671e+00,6.724942339371978051e+00
2.555849793902609690e+00,-1.638914451494536184e+00,4.270257014642046656e+00
4.117135711182898561e+00,7.129700872256652389e-01,2.475636542627019487e+00
5.713138715416357982e+00,8.320838470329210423e-01,5.138583883149143716e+00
3.906944972407540018e+00,1.035978189886781919e+00,1.932134238926770164e+00
4.661666211396308768e+00,1.462402760551135827e-01,3.600562127329594020e+00
7.704689806930307583e+00,-3.726869238755865510e-01,2.044101881105963248e+00
6.924078618081871639e+00,-6.698739070548027641e-01,6.802122065025085540e+00
7.445245353874795136e+00,1.250858945106522846e+00,6.517150217195197826e+00
5.998219667122441479e+00,1.283115301621794213e+00,6.902980386366531107e+00
6.558485273883265521e+00,-6.748271648687707014e-01,5.836918217546849696e+00
5.163275656146381287e+00,1.832070859432599619e-02,4.642739211353662299e+00
2.299032917295091849e+00,-7.735651252881892148e-01,5.605474025160512852e+00
5.542144749539347437e+00,1.099020408062215459e+00,5.310844011690337707e-01
6.961286577502841411e+00,1.097056679795451295e+00,6.010012309966081823e+00
1.058850743769103264e+00,1.155352923602896986e+00,3.521967772838357824e+00
6.822889442402812143e+00,1.398599627462954853e+00,5.592953705374473117e+00
6.744597872301835828e+00,-9.491143600206188857e-01,6.889932553283125038e+00
4.805837878982512024e+00,3.854417378394918714e-01,2.229446572730869658e+00
7.487590190727724249e+00,-7.073486265428177155e-01,2.063016056205442261e+00
4.008058337242395908e+00,-1.162265310917709016e+00,1.892700124957453545e+00
6.915826017372084245e+00,7.994631979737873984e-01,3.108184904740062926e+00
5.485243973465571798e+00,1.166286359461718547e+00,6.280148862815629229e+00
7.752628533850238313e+00,-5.634606140240152605e-01,6.841886335680859688e+00
2.065545428547125084e+00,-4.578908917506852028e-01,6.596490413455636137e+00
3.721915546902608618e+00,-1.826228499261439708e+00,3.313444879398165455e+00
1.445469188666296034e+00,8.794249952638240053e-01,2.168512124995544799e+00
1.124365955572458997e+00,3.099416705302022734e-01,3.730607206243335972e-01
3.886191170884360169e+00,-6.553001780355769412e-01,7.701097948051213171e-01
4.733282386206336234e+00,1.050668656451263505e+00,5.041790338042927644e+00
3.728960187875878241e+00,6.704078779803959165e-01,2.278746268637990013e+00
3.118573428484207710e+00,4.224718494529891011e-01,1.380196169765416148e+00
3.108332535533546270e+00,-7.809657412317605463e-02,1.247987385004784677e+00
7.188446868227800657e+00,-2.390343178132696700e-01,2.599435747988041889e+00
2.930536826345230494e+00,1.415471784898268304e+00,6.416142289760610851e+00
1.563295282918278684e+00,1.807760800551742264e+00,1.237727494601284839e+00
2.396740301029367526e+00,3.359354301160957235e-01,2.502632444824165248e+00
5.494401910069859341e+00,-1.384378575640739406e+00,4.979819881111950508e+00
6.748685621909090493e+00,1.728789153770390996e+00,1.312936337022597932e+00
7.027922755694896217e+00,-1.412205673874453726e+00,6.431423064428237524e+00
7.670694537664692447e+00,-1.719870411857344905e-01,6.537885332357278756e+00
6.070326223091228712e+00,1.262439307336739258e+00,3.070184297719170896e+00
3.294802550835582711e+00,1.096147191140445898e+00,1.769326928560546630e+00
4.423333321956176789e+00,1.216915987843070202e+00,2.955651961238796588e-01
5.108135802319147878e+00,-1.503744675352093552e+00,4.405152292819633608e+00
4.108730844601926613e+00,-1.803361827301126041e+00,4.057663972906524918e+00
7.969575032371676748e+00,-4.213281900144556502e-01,6.664028628330741277e+00
7.435805895545750666e+00,9.472072661254977710e-01,4.527999647225819047e+00
2.356837246761785742e+00,-4.769854332107668071e-01,3.024573291650521689e+00
4.702350714733322334e+00,-1.890217468815380109e+00,1.901462432543831182e+00
1.425009643013343208e+00,-9.477901477168870770e-03,6.910924992563308500e+00
5.218266622964848445e+00,1.888582696658926086e+00,1.099254740475737346e+00
1.070922356440784595e+00,1.780568160606149863e+00,2.933716703436826112e+00
2.901453898862652814e+00,-1.556292510359517767e+00,1.821623448112987376e+00
2.516186621953987235e+00,1.099754663490016604e+00,2.409547762279725669e-01
2.658400875567049848e+00,-1.905513406935151810e+00,9.089841344289626424e-01
1.374454231421803563e+00,1.590429608193879574e-01,1.076084768752313847e+00
2.121023361010253350e+00,-7.015768248942690910e-01,2.611263491026828198e+00
7.802970475427528640e+00,1.746078170524849149e+00,2.536325335983173890e+00
4.741867412158812911e+00,-1.641688968837593965e+00,7.271648384685808209e-01
7.635515746515476820e+00,1.580945488451301895e+00,5.890380967210696816e+00
5.894793625451268504e+00,1.351773816135984241e+00,5.652063082571057606e+00
5.241968909636967489e+00,-1.777667348224988064e+00,8.301448392317786196e-01
3.161073777667708029e+00,7.235091415106316148e-01,2.808923636391558176e+00
1.860606169937050414e+00,-1.283411195306609631e+00,5.373106902083636172e+00
2.699960276761827593e+00,-1.593985485304416194e+00,2.788212955739376220e+00
1.219102933881358819e+00,-1.327205947268996322e+00,2.537754855291622924e+00
6.777362046644750393e+00,2.260194765883771773e-01,2.809417711019528863e+00
2.558595093878793136e+00,1.614578557614333665e+00,1.794737432814370148e+00
2.443970818573641068e+00,-1.557910549825474167e+00,6.633229248211398144e+00
1.517579629369431693e+00,1.613062021738066232e+00,3.391954914474688110e+00
2.258812411611677451e+00,6.671897017204928559e-01,3.299008320723906706e+00
7.795815917714421062e+00,1.714413923855604427e+00,2.171884831945170014e-01
4.305848358803253895e+00,-9.571038739501092074e-01,2.535402460254056134e+00
5.746557093379649039e+00,5.805853770398243796e-01,3.877137753427277289e+00
6.988324863546041321e+00,-8.267579308485877299e-01,6.814866206941984750e+00
7.710924993910033720e+00,-5.026737436780064350e-01,1.133927752616694651e+00
7.429337083019929011e+00,-1.220532965662533886e+00,3.006898269422265901e+00
2.612122226572788364e+00,1.671444872479602051e+00,4.363070614764058774e+00
1.807610832325363903e+00,-6.825931045304023392e-01,5.291570868663936444e+00
5.884419976182184264e+00,-4.629822040858799781e-02,3.308861986039845160e+00
1.222996791739969558e+00,-2.026054547366453740e-01,1.364763622495612783e-01
5.676411973471323869e+00,2.920494321634459212e-02,3.382886275557871691e+00
2.400603812049181940e+00,9.015141980606622418e-01,1.715475652468966050e+00
5.856807949183158613e+00,1.611569956972463746e+00,3.728971162218556401e+00
4.403907722476884778e+00,7.016384184012438574e-01,3.873008845344001916e+00
5.214412635435317966e+00,-7.495211330677999939e-01,5.439428891327844795e+00
1.845579520039069221e+00,-1.579394946380398679e+00,8.186291447917263264e-01
6.807755400427584647e+00,-1.577866055552833213e+00,4.168067068606996273e+00
2.899562035694111195e+00,-1.835797283973648941e+00,4.856311268248347801e+00
6.616980565187155605e+00,4.444927856820113377e-02,3.758542136841173775e+00
7.016105001780106321e+00,-1.759481116395484879e+00,1.520242591712264169e+00
4.604604629669866611e+00,1.009774418744155966e-01,5.238186098583379469e+00
3.731968933846297354e+00,1.530404917825480382e+00,9.808602977982797677e-01
5.342018887602448807e+00,-1.373446135664400103e+00,1.575047046392950012e+00
6.180981661370687164e+00,1.057360099945731324e+00,2.316445611423185724e+00
3.582596954412835100e+00,-1.027969619309306637e+00,4.822006541760321063e+00
4.776658897890639466e+00,-8.194803825608611980e-01,6.892787911998810912e+00
7.489852835869748482e+00,1.893824972092832848e+00,4.581785279055829108e+00
3.681291227360913076e+00,-1.924149058576745119e+00,4.624370261956853412e+00
1.552307370494821814e+00,4.284889224155925547e-01,1.442047050983132905e+00
4.978170753952371186e+00,-1.797994471156630247e+00,5.152962038324611527e+00
7.208415317648604770e+00,7.006215703663172256e-01,3.072838915907339263e+00
2.307482604100647094e+00,1.936514099293473734e-01,5.397552711378463819e+00
7.772355821392531006e+00,1.328546279282811327e+00,3.026858157966347829e+00
2.935658830139542097e+00,6.644589185113325414e-01,3.416153986193670278e+00
5.162749753007447318e+00,1.319404196744895508e+00,6.629092757590109741e+00
5.543848577492592966e+00,1.203046485336876970e+00,5.467200025667726671e+00
5.680819103369628031e+00,-1.457656372185009985e-01,2.375383588360447717e+00
7.868100948824937824e+00,1.849169747650204698e+00,1.481522643618795154e+00
6.265101301172870230e+00,-1.434097728550607354e+00,3.465812249127741218e+00
5.979896662791611917e+00,-8.105477760512602714e-01,3.616804850277484551e+00
5.567717027001641839e+00,1.750779796924746279e-01,2.341155847219772212e+00
6.009825248564907518e+00,6.179007080431930810e-01,1.370267625227769015e+00
3.783832929155935609e+00,-4.983474698400955916e-01,1.778128978616779987e+00
4.968417004515190527e+00,7.959481719072791783e-01,6.700688709308432855e+00
1.254396357939670636e+00,1.538635380274551157e+00,6.274063594513552555e-01
2.347463592965612911e+00,1.619873648093252072e+00,4.042396881825387034e+00
1.954297422858149336e+00,1.524529326984368716e+00,5.066809092763308264e+00
7.790336284334001604e+00,6.851422315247166495e-01,1.240237615134947013e+00
2.492661591722914682e+00,-1.590051611180724134e+00,5.115570494545949032e+00
4.731982721994290486e+00,1.143788857348711829e+00,1.332871162526418685e+00
7.316130260634936100e+00,6.840510052133979002e-01,6.711416384145266534e+00
4.551215873709242743e+00,-1.481492776728376981e-03,1.924833097979173679e+00
1.724785803517621341e+00,-9.411515042728324509e-01,6.631840242097716498e+00
2.423330283897562332e+00,-1.202366263078277431e+00,5.940777572642050863e+00
3.266376763589307064e+00,1.078169048815302400e+00,5.446346189161729079e+00
4.379402913216261517e+00,1.774656008853571887e+00,6.307193107748200189e-01
5.112161053583561987e+00,-1.724094579033712105e+00,4.904932243510123691e+00
3.702300795657381016e+00,-4.924572159494018386e-01,3.673997391255162892e+00
1.714979818883898277e+00,-7.633590824038933853e-01,6.325235487957173497e+00
6.300792642770711716e+00,1.541979453501576280e-01,4.042381486586638317e+00
1.715727896407043040e+00,-1.911056211052353238e+00,5.977898521634679163e-01
2.901066600404299756e+00,1.780477068076407043e-01,3.164597868624221100e+00
7.808590644138140746e+00,-1.103746515788492921e-01,5.139851435819534409e+00
5.245830236195780039e+00,-1.299704699777720407e+00,6.145604000469145234e+00
4.522533094808355969e+00,-1.287516585648392553e+00,2.987540416081096772e+00
6.549479099671537519e+00,-1.374471127529295345e-01,2.668808456496818415e+00
4.836083731485048887e+00,2.169793495190250887e-01,5.929076132686711631e+00
6.392041431233789872e+00,-1.350498360524845509e+00,5.656108483923243391e-01
7.968273723150428367e+00,1.389966385417482631e+00,1.021281332720882951e+00
6.158483435784843252e+00,1.126716549125987399e+00,4.679520871932095760e-01
1.110385494062673839e+00,-1.052655869014216705e+00,2.422527022433347277e+00
3.868023894463731516e+00,1.392909235977635607e+00,3.540760703837749546e+00
6.205179236336097581e+00,7.859511746328182724e-01,6.500225570860754587e+00
1.372979019655802269e+00,-1.085109769918834122e+00,4.681655010495010316e+00
5.219830424439799721e+00,-1.782109087569377692e+00,5.112496981766877724e+00
1.936783054792796221e+00,1.113860345720677714e+00,1.222196307848483432e+00
6.808163084566304590e+00,4.680159830749186511e-01,3.547124438646200417e+00
4.358090130100615411e+00,-1.711579463326660111e+00,4.626772602037984683e+00
2.004985998151752824e+00,-1.279370772527594902e+00,1.981666676859044074e-01
4.406078910022399597e+00,-2.682334975186306814e-01,5.189337078238091649e+00
4.729387862890762406e+00,-1.730579814921089365e-01,1.306744184809611964e+00
6.074851487004174544e+00,-4.187417384489635630e-01,6.535039675002420445e+00
6.813233472905748656e+00,1.942806940646424341e+00,2.684321953259952043e+00
4.762165529780844508e+00,-8.379358090030137873e-01,2.239859148876854888e+00
2.604812938096086938e+00,5.795813290930569295e-01,1.499200265692851808e+00
5.941602440965549903e+00,-4.851164057420973563e-01,5.307543762216103467e+00
5.639761860736856036e+00,3.692998294406617532e-01,2.448725447298106594e+00
2.936162719696054246e+00,-1.590779464023883705e+00,3.420559516829938751e+00
4.851301571031831905e+00,-2.768583291354445031e-01,6.223839730369864043e+00
