x,y,t,u,v,p
1.848484848484848397e+00,4.489795918367343042e-01,5.000000000000000000e+00,7.160066581714056300e-01,-1.118948587782998272e-01,-4.675115253909937763e-01
2.343434343434343425e+00,-1.183673469387755084e+00,5.900000000000000355e+00,9.006824936834366691e-01,2.239637710028138592e-02,1.774700219982174379e-02
2.060606060606060552e+00,-1.020408163265306145e+00,4.299999999999999822e+00,1.017941401281700076e+00,-1.030953121967111974e-01,-4.792098736343038123e-02
7.363636363636363313e+00,2.857142857142855874e-01,6.600000000000000533e+00,8.012706756860895618e-01,2.559172301976797015e-01,-1.707779102958149331e-01
2.626262626262626299e+00,-1.918367346938775420e+00,1.900000000000000133e+00,1.027398969902025172e+00,1.105813977981308510e-01,-4.144036722546486778e-02
6.656565656565656575e+00,4.489795918367343042e-01,4.200000000000000178e+00,8.859111639701136021e-01,-4.226222934679642051e-01,-6.444187908852992697e-02
5.101010101010101216e+00,-2.000000000000000000e+00,1.000000000000000056e-01,1.077903636759353967e+00,1.353527865831870847e-01,-5.676223097111504808e-03
1.212121212121212155e+00,6.122448979591834650e-01,5.400000000000000355e+00,4.954806285269552357e-01,1.206102776667421078e-01,-2.461605543192266210e-01
3.333333333333333037e+00,-1.265306122448979664e+00,1.200000000000000178e+00,8.065458413047241759e-01,-3.250944839675885129e-02,4.847092419276931297e-02
4.181818181818181657e+00,-9.387755102040817867e-01,1.500000000000000000e+00,5.953066858118903903e-01,-2.533378475902663407e-01,2.138189535139167763e-02
5.595959595959596022e+00,-1.102040816326530726e+00,2.400000000000000355e+00,8.761711066987781793e-01,-3.936984552770238510e-01,-2.925079392236934125e-02
7.080808080808080440e+00,6.122448979591834650e-01,2.800000000000000266e+00,6.717503332195110533e-01,9.771629935937696521e-02,-4.627310364429049194e-02
7.575757575757575246e+00,1.918367346938775420e+00,3.300000000000000266e+00,8.567454302999224502e-01,3.107815949622074608e-02,2.860003788461287430e-02
5.666666666666666075e+00,-2.040816326530614511e-01,3.000000000000000444e-01,8.658581112502443666e-01,4.856802512524205362e-01,-8.738891920150403114e-02
4.252525252525252597e+00,1.224489795918364266e-01,3.500000000000000000e+00,6.187627194745548564e-01,5.458529846126040086e-01,-1.148896243836994568e-01
1.989898989898989834e+00,-1.755102040816326481e+00,5.700000000000000178e+00,1.047120513564072875e+00,1.319179295167241528e-02,-4.319529572239583920e-02
3.262626262626262541e+00,-1.918367346938775420e+00,6.600000000000000533e+00,1.013847315587731446e+00,-5.406196712830544510e-02,2.198044384870704096e-02
6.303030303030302761e+00,-1.428571428571428603e+00,4.900000000000000355e+00,7.485655421909316320e-01,2.519648682784463283e-03,2.595512625289572370e-02
3.828282828282828287e+00,-4.081632653061229021e-02,5.500000000000000000e+00,4.752315681558734739e-01,-4.735374516730133099e-01,-1.588431813074343002e-01
2.272727272727272485e+00,-6.938775510204082675e-01,2.300000000000000266e+00,1.128940226814046932e+00,4.169125008439763524e-01,-3.189219900228116855e-01
1.353535353535353591e+00,4.489795918367343042e-01,6.100000000000000533e+00,9.376405150837056890e-02,1.640973260764888308e-01,-1.876861068470187521e-01
4.040404040404039776e+00,-3.673469387755103899e-01,3.500000000000000000e+00,7.374152387654270280e-01,4.593822701000952469e-01,-7.132213162611970858e-02
2.202020202020201989e+00,1.591836734693877098e+00,4.700000000000000178e+00,1.085970652023048766e+00,-1.600003486238093520e-01,-9.556184191334908540e-02
2.484848484848484862e+00,4.081632653061229021e-02,6.200000000000000178e+00,2.353514262863851958e-01,1.999313418937362641e-01,-2.969748307667310350e-01
3.191919191919192045e+00,1.510204081632652962e+00,5.000000000000000000e-01,1.088831198501627906e+00,-2.127409564682567200e-01,-6.637086435140571172e-02
5.737373737373737015e+00,-1.102040816326530726e+00,3.800000000000000266e+00,6.830939535618856251e-01,-1.416934460666625095e-01,1.016239551416344387e-02
4.393939393939393590e+00,-6.938775510204082675e-01,2.300000000000000266e+00,5.311447230853753032e-01,-1.132808108053366819e-01,-1.728335077985947502e-02
1.707070707070707183e+00,-1.510204081632652962e+00,6.800000000000000711e+00,1.111841473640482914e+00,1.305689960203504918e-01,-1.337421782126533842e-01
2.414141414141414366e+00,-8.571428571428572063e-01,7.000000000000000666e-01,7.798653800183663609e-01,2.479770262603473996e-01,-3.078734710679429179e-02
3.757575757575757347e+00,-1.183673469387755084e+00,0.000000000000000000e+00,1.170279337125279095e+00,-1.062598492114753823e-01,-6.301013557302206913e-02
5.454545454545454142e+00,1.265306122448979220e+00,2.800000000000000266e+00,9.747043659415315364e-01,-2.633524053706488011e-01,-1.564753063776943773e-02
3.616161616161615910e+00,4.081632653061229021e-02,2.100000000000000089e+00,4.466212440983896581e-01,3.569835741921332795e-01,-1.853275253647019838e-01
1.212121212121212155e+00,5.306122448979588846e-01,2.000000000000000000e+00,3.476186776128027400e-01,-2.720936819878544966e-01,-3.402542834322794807e-01
3.121212121212121104e+00,-1.224489795918368706e-01,1.000000000000000056e-01,4.948462096664167365e-01,-5.015364196735446756e-01,-1.501654746984351085e-01
5.878787878787878896e+00,-1.918367346938775420e+00,2.300000000000000266e+00,1.196358010808442840e+00,-4.733134289847444609e-02,1.498213599901091235e-03
1.494949494949494806e+00,-1.183673469387755084e+00,1.700000000000000178e+00,1.278874439637685434e+00,1.245889395091102220e-01,-2.389437466972473834e-01
5.171717171717171269e+00,-7.755102040816328479e-01,1.700000000000000178e+00,8.190354277902779367e-01,-4.810278257039250493e-01,-8.580833846376033358e-02
6.161616161616161769e+00,1.265306122448979220e+00,1.900000000000000133e+00,7.122489628772645798e-01,-4.323479888698325557e-02,1.892947679498169916e-02
4.888888888888889284e+00,-1.265306122448979664e+00,2.700000000000000178e+00,6.883754190464742573e-01,-1.196948776002785125e-01,3.562932511762564175e-02
6.727272727272726627e+00,-1.673469387755102122e+00,4.200000000000000178e+00,8.865931086606804179e-01,-2.105425818589429787e-01,1.910286784717760492e-02
3.333333333333333037e+00,8.571428571428567622e-01,5.200000000000000178e+00,7.714770521784839463e-01,-2.916143338842417942e-01,-2.442300077720850962e-02
4.393939393939393590e+00,1.020408163265305923e+00,0.000000000000000000e+00,6.561055519527586588e-01,-9.853047947484534774e-02,1.794400967209631992e-02
5.878787878787878896e+00,-5.306122448979593287e-01,3.900000000000000355e+00,7.042637008649680341e-01,-3.266863523758401500e-01,-5.431870767336431649e-02
6.232323232323231821e+00,1.428571428571428381e+00,0.000000000000000000e+00,1.035760783215997405e+00,2.615485986119512329e-01,-2.750681634774391343e-02
2.414141414141414366e+00,6.122448979591834650e-01,2.000000000000000000e+00,1.757195475544676144e-01,1.986667211398864263e-01,-1.943042281524910014e-03
3.898989898989898784e+00,-6.122448979591836871e-01,5.200000000000000178e+00,9.973224699687776029e-01,1.507711264388986727e-01,-2.280723459166327238e-01
3.191919191919192045e+00,-1.755102040816326481e+00,2.000000000000000000e+00,9.460950344321639172e-01,9.581155509147205873e-02,-3.046885658819234021e-03
1.777777777777777679e+00,1.673469387755101678e+00,3.200000000000000178e+00,1.060679051395227779e+00,-6.889490646197521384e-02,-8.350220667973209943e-02
7.646464646464646187e+00,-1.224489795918368706e-01,3.000000000000000444e-01,7.400871341487470501e-01,-3.070422988638757955e-01,-1.079017517475770044e-01
4.747474747474747403e+00,1.183673469387754640e+00,4.800000000000000711e+00,7.443431761587013806e-01,2.994187873175491732e-01,1.938664316191087214e-02
5.595959595959596022e+00,1.918367346938775420e+00,4.900000000000000355e+00,1.196428841449584057e+00,3.100384553026491741e-02,5.495345474460703152e-04
4.818181818181818343e+00,-6.122448979591836871e-01,6.900000000000000355e+00,7.878274816556462001e-01,-4.292363872532586333e-01,-1.516602871134127284e-01
3.121212121212121104e+00,-1.102040816326530726e+00,2.900000000000000355e+00,1.013210462206876716e+00,3.205294466748534465e-01,-8.018728755447659950e-02
2.909090909090909172e+00,2.000000000000000000e+00,6.900000000000000355e+00,1.135914308702427267e+00,-9.443226753902973780e-02,-5.567937740124303397e-02
5.383838383838384090e+00,-4.489795918367347483e-01,4.900000000000000355e+00,7.406036373712943099e-01,3.879542078549806372e-01,-5.064752753504669219e-02
5.666666666666666075e+00,1.836734693877550839e+00,2.800000000000000266e+00,9.703308540971750107e-01,-1.524577059015616853e-01,9.012810571173106647e-03
2.414141414141414366e+00,-8.571428571428572063e-01,3.000000000000000000e+00,1.240031298929593184e+00,2.800693154837085030e-01,-2.683754729542954243e-01
2.838383838383838231e+00,2.040816326530610070e-01,5.200000000000000178e+00,6.336363323122677915e-01,-6.069107630041084001e-01,-1.783195190909527827e-01
7.787878787878787179e+00,-1.265306122448979664e+00,3.600000000000000089e+00,1.178198188329659279e+00,2.199799749733375442e-01,-9.333506808429835322e-02
2.060606060606060552e+00,-1.755102040816326481e+00,4.700000000000000178e+00,1.126187034894598593e+00,-3.001385799679200800e-02,-4.811935023133873113e-02
7.434343434343434254e+00,9.387755102040813426e-01,2.600000000000000089e+00,7.872380935972881355e-01,2.782163143308127862e-01,-1.214064591462956158e-02
7.717171717171717127e+00,-6.938775510204082675e-01,6.600000000000000533e+00,6.800347010669622883e-01,-2.616263791607334119e-02,-3.733470102836840276e-02
2.696969696969696795e+00,-3.673469387755103899e-01,4.800000000000000711e+00,2.031296607549980537e-01,-5.204610645251068757e-01,-1.117609754460753696e-01
4.535353535353534582e+00,1.265306122448979220e+00,6.200000000000000178e+00,7.698352527737833961e-01,-9.758689845558772558e-02,2.137855430548018382e-02
3.898989898989898784e+00,-9.387755102040817867e-01,2.000000000000000111e-01,8.294710953128456854e-01,-3.278338871523003295e-01,-6.113445356232379002e-02
7.080808080808080440e+00,1.510204081632652962e+00,7.000000000000000666e-01,1.089951140753777636e+00,2.178401547425225515e-01,-3.555571365299617370e-02
3.616161616161615910e+00,-3.673469387755103899e-01,5.300000000000000711e+00,5.634798838030737889e-01,-4.028202474635759756e-01,-1.896056241517334873e-01
3.191919191919192045e+00,1.918367346938775420e+00,4.000000000000000000e+00,9.766186156287177678e-01,1.885260653494468322e-02,1.814624341249123154e-02
1.141414141414141437e+00,8.571428571428567622e-01,1.000000000000000000e+00,9.364380072089041329e-01,-1.743476727401464463e-02,-1.655471997477745705e-01
2.838383838383838231e+00,-7.755102040816328479e-01,6.200000000000000178e+00,3.973861562182837148e-01,4.399462039058080198e-02,5.084674529375340229e-02
3.121212121212121104e+00,-7.755102040816328479e-01,4.200000000000000178e+00,1.145874715111679487e+00,2.066769777501295535e-01,-2.281744843744963613e-01
5.171717171717171269e+00,-1.346938775510204245e+00,6.200000000000000178e+00,1.134135628758309089e+00,2.542579719455165255e-01,-4.645568598264507298e-02
5.030303030303030276e+00,-1.102040816326530726e+00,7.000000000000000000e+00,1.126728631495656607e+00,-9.094940550107986910e-02,-1.163664971139615339e-01
3.050505050505050608e+00,-4.489795918367347483e-01,2.300000000000000266e+00,7.441887245895308922e-01,5.124907143480201821e-01,-1.085771603365614374e-01
6.585858585858585634e+00,7.755102040816326259e-01,4.600000000000000533e+00,1.007886736451064857e+00,-4.184875384069669524e-01,-8.175468396144167094e-02
2.979797979797979668e+00,2.040816326530610070e-01,3.600000000000000089e+00,2.871107919391363561e-01,-6.330904253229479965e-03,-1.663394625985654685e-01
6.868686868686868507e+00,1.673469387755101678e+00,2.200000000000000178e+00,8.067510561388903101e-01,8.310275162023919582e-02,2.991099437186652346e-02
1.636363636363636243e+00,1.102040816326530503e+00,4.500000000000000000e+00,1.262034569409508755e+00,-1.948812296177661607e-01,-2.530995626444965119e-01
4.393939393939393590e+00,-9.387755102040817867e-01,4.000000000000000000e+00,8.566760094909408041e-01,3.081280782199333212e-01,-2.486155693445541923e-02
4.888888888888889284e+00,1.020408163265305923e+00,1.000000000000000056e-01,6.051487369228181201e-01,1.714306758284816351e-02,1.551441625292216027e-02
5.454545454545454142e+00,-1.428571428571428603e+00,1.100000000000000089e+00,1.236513372768470953e+00,1.846238617461140596e-01,-5.945664954273650882e-02
1.353535353535353591e+00,1.510204081632652962e+00,1.000000000000000000e+00,1.166017352906687510e+00,4.783840961031853023e-02,-1.044278413779472225e-01
2.202020202020201989e+00,-4.489795918367347483e-01,2.000000000000000111e-01,2.775078109369730206e-01,4.446940413334292130e-01,-1.054378480848895960e-01
5.454545454545454142e+00,7.755102040816326259e-01,7.000000000000000000e+00,5.917947971803060314e-01,-9.683850748242571471e-02,-2.325039885493589142e-02
3.333333333333333037e+00,6.122448979591834650e-01,3.000000000000000444e-01,9.463199414987891744e-01,-4.977410385592759834e-01,-1.267925352417464402e-01
2.626262626262626299e+00,1.224489795918364266e-01,4.800000000000000711e+00,4.921341850464611145e-01,-6.108763797877798662e-01,-2.020007655826376036e-01
7.151515151515151381e+00,-1.510204081632652962e+00,5.900000000000000355e+00,7.707923895710714346e-01,4.514566416499314443e-03,2.384532325705077116e-02
4.111111111111110716e+00,-1.673469387755102122e+00,6.200000000000000178e+00,1.210922238439078091e+00,-1.934923124000507283e-02,-1.529147970470370356e-02
7.858585858585858119e+00,1.183673469387754640e+00,6.300000000000000711e+00,1.113880257220848158e+00,-3.398768588453400241e-01,-7.331478265963221885e-02
2.060606060606060552e+00,1.102040816326530503e+00,4.700000000000000178e+00,1.164659560799619520e+00,-2.801368341222281733e-01,-1.917902625439052711e-01
2.909090909090909172e+00,-5.306122448979593287e-01,3.800000000000000266e+00,9.233769666078881500e-01,1.774685427615709243e-01,-2.983124283633185603e-01
2.555555555555555358e+00,-2.000000000000000000e+00,9.000000000000000222e-01,1.007277388718539557e+00,3.821273802225387539e-02,-1.966695654612408625e-02
4.888888888888889284e+00,9.387755102040813426e-01,6.700000000000000178e+00,6.848217376247931476e-01,-1.839506858798523603e-01,-1.478466841451356404e-03
7.787878787878787179e+00,2.040816326530610070e-01,4.900000000000000355e+00,8.001073797269790955e-01,-4.212347804134227158e-01,-6.520341037482318969e-02
4.181818181818181657e+00,1.224489795918364266e-01,4.000000000000000222e-01,6.177067130488531621e-01,-4.968824022283223618e-01,-9.761200824242401153e-02
2.484848484848484862e+00,1.020408163265305923e+00,5.300000000000000711e+00,1.127995837553627645e+00,-3.422759018659182195e-01,-1.649267250355950787e-01
8.000000000000000000e+00,-1.836734693877551061e+00,4.600000000000000533e+00,1.130012974611511289e+00,-1.312474023305069959e-01,-1.333740777702924901e-02
4.535353535353534582e+00,-1.346938775510204245e+00,2.400000000000000355e+00,7.441818301382041589e-01,-9.499434668282034921e-02,4.456645034340578349e-02
7.575757575757575246e+00,1.510204081632652962e+00,2.200000000000000178e+00,9.020081649791890088e-01,2.522028118900649929e-01,8.707945616833365557e-03
5.808080808080807955e+00,-7.755102040816328479e-01,5.900000000000000355e+00,8.811239092580123167e-01,3.481659213307640721e-01,-3.300609162098673555e-02
4.464646464646464530e+00,-1.224489795918368706e-01,3.800000000000000266e+00,6.693762992213808660e-01,4.875510026400447505e-01,-9.017916959143645883e-02
4.818181818181818343e+00,-5.306122448979593287e-01,5.200000000000000178e+00,9.344139084767644210e-01,4.628826740666521777e-01,-8.065294682220097711e-02
4.040404040404039776e+00,-5.306122448979593287e-01,1.500000000000000000e+00,5.506366281596704049e-01,-3.238528040608439906e-01,-3.895686273202705885e-02
1.777777777777777679e+00,1.183673469387754640e+00,6.700000000000000178e+00,1.211525912421595352e+00,5.256527802435131957e-02,-1.144275246889147335e-01
7.787878787878787179e+00,4.489795918367343042e-01,4.600000000000000533e+00,7.481879748145591202e-01,-3.615466994654933930e-01,-5.263214614295635280e-02
2.838383838383838231e+00,-1.836734693877551061e+00,5.900000000000000355e+00,1.053212094710981539e+00,-5.030967770579961723e-02,8.406322229515809930e-03
3.474747474747474474e+00,1.673469387755101678e+00,4.299999999999999822e+00,9.204364068476880156e-01,3.829833765460700923e-02,3.545187090552090470e-02
6.161616161616161769e+00,1.102040816326530503e+00,5.500000000000000000e+00,1.030420882168759489e+00,2.958015823906660069e-01,-8.947963238553183207e-02
6.656565656565656575e+00,-2.040816326530614511e-01,3.600000000000000089e+00,8.078538325443657131e-01,-4.826417770753955727e-01,-8.714468891074346468e-02
2.484848484848484862e+00,-1.836734693877551061e+00,1.400000000000000133e+00,1.013825765118031796e+00,9.813627445248154779e-02,-4.103043488958776214e-02
3.404040404040403978e+00,-1.755102040816326481e+00,6.800000000000000711e+00,9.817320030555829469e-01,-7.427115380936354094e-02,3.360803548241687172e-02
5.808080808080807955e+00,-5.306122448979593287e-01,4.400000000000000355e+00,6.036657435035817088e-01,1.543563716256960566e-02,-6.368752700179304560e-02
2.060606060606060552e+00,-1.102040816326530726e+00,2.900000000000000355e+00,1.304677294856452008e+00,1.402556800941143766e-01,-2.158600393259644257e-01
1.707070707070707183e+00,1.591836734693877098e+00,6.600000000000000533e+00,1.198993197289916379e+00,1.674840123073370601e-02,-1.032471839088079657e-01
6.868686868686868507e+00,-1.224489795918368706e-01,5.000000000000000000e+00,7.917458379546801206e-01,-4.273190510247431018e-01,-9.160145392882976245e-02
7.434343434343434254e+00,-1.020408163265306145e+00,6.500000000000000000e+00,6.983715001759709384e-01,1.037859357979748348e-01,-4.815099930295243386e-03
7.646464646464646187e+00,-1.755102040816326481e+00,3.700000000000000178e+00,1.223937844165118749e+00,7.661460716716290975e-02,-3.175211751450469910e-02
1.707070707070707183e+00,-8.571428571428572063e-01,6.000000000000000000e+00,9.879716074444842011e-01,2.937773638639928353e-01,-1.843951229907536127e-01
5.525252525252525082e+00,-6.938775510204082675e-01,3.200000000000000178e+00,7.245232286665396204e-01,-3.611614223067265428e-01,-2.954499661511794661e-02
1.212121212121212155e+00,-3.673469387755103899e-01,3.000000000000000444e-01,3.133868862765880059e-01,1.001746603244420691e-01,-5.247672621347818644e-01
7.151515151515151381e+00,2.857142857142855874e-01,5.000000000000000000e-01,7.978265085682535451e-01,2.935904602373034522e-01,-1.679660195419402646e-01
2.131313131313131493e+00,-1.836734693877551061e+00,6.500000000000000000e+00,1.030595035453553798e+00,5.993864699154843184e-02,-4.954283356194504051e-02
7.363636363636363313e+00,-7.755102040816328479e-01,2.500000000000000000e+00,9.879181663840587158e-01,4.183970157483150043e-01,-7.766095947456817805e-02
5.595959595959596022e+00,6.122448979591834650e-01,5.200000000000000178e+00,8.148966244264383985e-01,5.061161053822662570e-01,-9.073833909709427825e-02
3.969696969696969724e+00,1.346938775510203801e+00,3.300000000000000266e+00,1.166882438793121368e+00,1.413330611698432882e-01,-2.238801418041876795e-02
5.030303030303030276e+00,2.857142857142855874e-01,6.000000000000000000e+00,6.570641272448530801e-01,3.090655633453268103e-01,-9.995467985858844107e-02
5.808080808080807955e+00,-5.306122448979593287e-01,1.000000000000000056e-01,8.716668518481209826e-01,4.062867177852013123e-01,-5.267434929578534292e-02
7.787878787878787179e+00,-4.081632653061229021e-02,5.800000000000000711e+00,8.263740500375937881e-01,-4.415627128469802876e-01,-7.910326699192467281e-02
2.060606060606060552e+00,-4.081632653061229021e-02,3.700000000000000178e+00,-2.341126549002433416e-02,-5.714399160913057329e-01,-2.650033560854411774e-01
5.666666666666666075e+00,2.000000000000000000e+00,1.400000000000000133e+00,8.916600394081698466e-01,-4.771399845278246656e-03,3.037246572210379469e-02
6.373737373737373701e+00,-6.938775510204082675e-01,6.000000000000000000e+00,7.676642354030951410e-01,3.170203293716714055e-01,-2.902713427389220710e-02
3.686868686868686851e+00,1.673469387755101678e+00,2.900000000000000355e+00,1.190158716812825812e+00,3.528249022584967892e-02,-1.121698860742225030e-02
1.424242424242424310e+00,-1.510204081632652962e+00,4.900000000000000355e+00,1.105839490661516766e+00,-2.743311799018890995e-03,-9.838015282932359440e-02
3.898989898989898784e+00,-1.510204081632652962e+00,3.200000000000000178e+00,9.122776296991890188e-01,1.694856076652067056e-01,-3.199560163958247751e-03
1.565656565656565746e+00,1.591836734693877098e+00,5.200000000000000178e+00,1.211608935314903324e+00,-6.295396752854300060e-02,-1.446424767350910356e-01
1.070707070707070718e+00,-1.265306122448979664e+00,1.800000000000000044e+00,1.276521815365504242e+00,2.325969833423481917e-03,-2.133747446852241048e-01
4.252525252525252597e+00,3.673469387755101678e-01,4.900000000000000355e+00,5.807228699661137750e-01,3.201913386038869325e-01,-7.853700918708891865e-02
6.373737373737373701e+00,-2.000000000000000000e+00,6.500000000000000000e+00,9.707467579199650087e-01,1.302225563878067482e-01,1.237762685977126034e-02
3.969696969696969724e+00,-1.755102040816326481e+00,2.500000000000000000e+00,8.938543768406603807e-01,3.873952567615122217e-02,2.584819323675902059e-02
6.161616161616161769e+00,-5.306122448979593287e-01,1.000000000000000056e-01,8.019033235329469100e-01,3.730466297555515842e-01,-4.342891201948315127e-02
2.555555555555555358e+00,9.387755102040813426e-01,1.400000000000000133e+00,1.032089588451202911e+00,1.040504025791073872e-01,-1.102674118809531395e-01
4.040404040404039776e+00,-1.591836734693877542e+00,3.700000000000000178e+00,9.564575898640627072e-01,1.825909884720114673e-01,-1.108348130253695302e-02
5.383838383838384090e+00,1.346938775510203801e+00,5.800000000000000711e+00,7.674930246136395517e-01,2.266300616815557500e-01,2.616653241834718258e-02
1.494949494949494806e+00,1.591836734693877098e+00,3.800000000000000266e+00,1.137425964026478997e+00,-9.660247199806333562e-02,-1.444325723130617523e-01
1.777777777777777679e+00,5.306122448979588846e-01,7.000000000000000000e+00,8.363910983606562266e-02,1.192096247080178806e-01,-8.876090714542475557e-02
7.080808080808080440e+00,4.489795918367343042e-01,5.100000000000000533e+00,9.182969690244272565e-01,-4.592249388062680238e-01,-9.283653894600440992e-02
5.313131313131313149e+00,1.591836734693877098e+00,5.200000000000000178e+00,9.945382871329639940e-01,2.225429839831182255e-01,1.842288125607051755e-02
2.343434343434343425e+00,-1.428571428571428603e+00,5.100000000000000533e+00,1.082505376889712378e+00,-7.130385975520206476e-02,-6.709531783999837622e-03
1.565656565656565746e+00,-9.387755102040817867e-01,4.100000000000000533e+00,9.476108876933582170e-01,-3.817490884232270509e-02,-7.707517021856126471e-02
5.454545454545454142e+00,1.102040816326530503e+00,5.200000000000000178e+00,8.646298380705623732e-01,3.920443932012891430e-01,-2.678066298704668766e-02
5.171717171717171269e+00,-1.755102040816326481e+00,4.299999999999999822e+00,8.812248909396854790e-01,8.814612284323100622e-02,2.121732903932004033e-02
6.303030303030302761e+00,1.346938775510203801e+00,1.500000000000000000e+00,7.357823287785514310e-01,1.157970284194754645e-01,2.080094052607576668e-02
5.454545454545454142e+00,-7.755102040816328479e-01,5.500000000000000000e+00,8.829845824149364919e-01,3.529123912096313598e-01,-3.331388198315425597e-02
1.424242424242424310e+00,1.918367346938775420e+00,2.200000000000000178e+00,1.098942881382255488e+00,1.047381813805883452e-02,-8.001802349414344206e-02
3.898989898989898784e+00,1.510204081632652962e+00,2.000000000000000000e+00,1.166926805703640380e+00,-1.801311540288816904e-01,-5.199266746752919527e-02
1.353535353535353591e+00,-2.040816326530614511e-01,3.400000000000000355e+00,-2.282840541491447106e-01,-1.161763393087776319e-01,-2.879147264052508981e-01
5.454545454545454142e+00,-1.510204081632652962e+00,5.000000000000000000e+00,8.827888557097330890e-01,1.616240513721370897e-01,1.300929010720199355e-02
5.666666666666666075e+00,1.102040816326530503e+00,2.000000000000000000e+00,7.770679146263391734e-01,-1.953429522911168947e-01,4.719983422922978400e-03
1.777777777777777679e+00,6.938775510204080454e-01,1.000000000000000000e+00,4.292909937815363453e-01,1.088959269495215487e-01,-6.775373535716534834e-02
4.676767676767676463e+00,-1.265306122448979664e+00,2.700000000000000178e+00,6.972175220383725058e-01,-5.607210375218873305e-02,3.792053583130260141e-02
5.949494949494948948e+00,-1.224489795918368706e-01,3.000000000000000000e+00,8.003193754140710547e-01,-4.779854720668004209e-01,-7.633343555719170059e-02
4.323232323232323537e+00,-2.000000000000000000e+00,3.800000000000000266e+00,9.593849633814278688e-01,1.099825818502727787e-01,4.137123105149814566e-03
7.717171717171717127e+00,-1.224489795918368706e-01,5.800000000000000711e+00,8.116065103579902518e-01,-4.319734249104578705e-01,-7.859371230864684033e-02
5.242424242424242209e+00,-2.857142857142858094e-01,6.800000000000000711e+00,7.857309619360243191e-01,3.849216451108061765e-02,-2.150806032331742668e-01
4.040404040404039776e+00,8.571428571428567622e-01,2.000000000000000000e+00,1.162673746024441623e+00,-3.732582464722278837e-01,-1.378754722314874392e-01
4.818181818181818343e+00,1.020408163265305923e+00,6.400000000000000355e+00,6.657114830051802379e-01,-1.212114797495484481e-01,9.813630945524886087e-03
5.525252525252525082e+00,3.673469387755101678e-01,2.900000000000000355e+00,8.755117890339962905e-01,-4.559918733799688262e-01,-7.060209067129304128e-02
5.949494949494948948e+00,-4.489795918367347483e-01,5.300000000000000711e+00,6.881269539869414587e-01,3.650956789485717557e-01,-5.544441878652681815e-02
2.696969696969696795e+00,7.755102040816326259e-01,2.900000000000000355e+00,3.732201277004945084e-01,4.445455602196946888e-03,5.711363525024601429e-02
3.898989898989898784e+00,-9.387755102040817867e-01,2.800000000000000266e+00,7.461764192687361241e-01,2.297254911219459572e-01,-4.585252019334453907e-03
1.848484848484848397e+00,1.755102040816326259e+00,6.000000000000000000e+00,1.194643826164111466e+00,-4.556493441101355096e-02,-1.084666333397271420e-01
2.060606060606060552e+00,2.857142857142855874e-01,2.500000000000000000e+00,-8.416960955568859870e-02,-3.290484653313418550e-01,-1.989171045484261213e-01
5.808080808080807955e+00,-1.224489795918368706e-01,4.500000000000000000e+00,6.480863808163251916e-01,3.030599587355717675e-02,-1.430706728793993965e-01
2.909090909090909172e+00,6.938775510204080454e-01,3.500000000000000000e+00,3.519395486527547301e-01,-1.208598892180423739e-01,2.688091175173870293e-02
5.878787878787878896e+00,7.755102040816326259e-01,1.600000000000000089e+00,6.127423550013765263e-01,-8.006693562626160388e-02,-2.472861373822414846e-02
4.252525252525252597e+00,4.081632653061229021e-02,4.000000000000000000e+00,7.155566768576939740e-01,5.285212639755240138e-01,-8.813533481717328311e-02
4.252525252525252597e+00,1.428571428571428381e+00,5.900000000000000355e+00,8.212780709481148911e-01,-8.369781305160541029e-02,2.404087825830197173e-02
4.606060606060605522e+00,-1.836734693877551061e+00,3.600000000000000089e+00,9.003523451945378842e-01,7.678741874355791974e-02,1.894970687004729828e-02
5.808080808080807955e+00,-3.673469387755103899e-01,1.000000000000000056e-01,8.526786322776754856e-01,4.346367304536488674e-01,-6.206109164425763908e-02
2.131313131313131493e+00,-1.020408163265306145e+00,3.200000000000000178e+00,1.288909276932780790e+00,9.941526412441470395e-02,-2.202340624600337138e-01
7.787878787878787179e+00,-1.918367346938775420e+00,4.000000000000000222e-01,8.561930386507046187e-01,-5.818299501849766991e-02,2.782050377753003678e-02
6.585858585858585634e+00,-2.040816326530614511e-01,6.000000000000000888e-01,7.929747254328710637e-01,4.329114818867234038e-01,-6.825432410004561579e-02
2.414141414141414366e+00,7.755102040816326259e-01,4.299999999999999822e+00,8.896878590475428839e-01,-4.028946387440547894e-01,-1.200104846768024758e-01
4.252525252525252597e+00,-1.265306122448979664e+00,2.200000000000000178e+00,7.230610655351087379e-01,-5.971196233254933566e-02,4.496312249820520746e-02
2.272727272727272485e+00,-4.081632653061229021e-02,3.400000000000000355e+00,4.263034229598902658e-02,-5.085108532165992790e-01,-2.558897392111824098e-01
4.818181818181818343e+00,-5.306122448979593287e-01,6.700000000000000178e+00,8.009765975334992572e-01,-3.015745572987049150e-01,-1.927175462491079461e-01
1.989898989898989834e+00,-1.510204081632652962e+00,6.900000000000000355e+00,1.061575160205956214e+00,1.452138500719399039e-01,-9.930598289748883423e-02
3.191919191919192045e+00,1.755102040816326259e+00,5.200000000000000178e+00,9.616732602519841855e-01,-1.203247724485201342e-01,-1.198476848656438581e-02
8.000000000000000000e+00,-1.755102040816326481e+00,5.900000000000000355e+00,8.799423177531671136e-01,-1.715468694811998485e-01,1.996709857402335572e-02
